Uur,Totaal [kWh],Normaal[kWh],Laag [kWh],P max [kW],p contract [kW]
13-06-2018 00:00 tot 00:15,0,0,0,0,684
13-06-2018 00:15 tot 00:30,0,0,0,,
13-06-2018 00:30 tot 00:45,0,0,0,,
13-06-2018 00:45 tot 01:00,0,0,0,,
13-06-2018 01:00 tot 01:15,0,0,0,0,684
13-06-2018 01:15 tot 01:30,0,0,0,,
13-06-2018 01:30 tot 01:45,0,0,0,,
13-06-2018 01:45 tot 02:00,0,0,0,,
13-06-2018 02:00 tot 02:15,0,0,0,0,684
13-06-2018 02:15 tot 02:30,0,0,0,,
13-06-2018 02:30 tot 02:45,0,0,0,,
13-06-2018 02:45 tot 03:00,0,0,0,,
13-06-2018 03:00 tot 03:15,0,0,0,0,684
13-06-2018 03:15 tot 03:30,0,0,0,,
13-06-2018 03:30 tot 03:45,0,0,0,,
13-06-2018 03:45 tot 04:00,0,0,0,,
13-06-2018 04:00 tot 04:15,0,0,0,0,684
13-06-2018 04:15 tot 04:30,0,0,0,,
13-06-2018 04:30 tot 04:45,0,0,0,,
13-06-2018 04:45 tot 05:00,0,0,0,,
13-06-2018 05:00 tot 05:15,0,0,0,4,684
13-06-2018 05:15 tot 05:30,0,0,0,,
13-06-2018 05:30 tot 05:45,0,0,0,,
13-06-2018 05:45 tot 06:00,0.9,0,0.9,,
13-06-2018 06:00 tot 06:15,2.03,0,2.03,32,684
13-06-2018 06:15 tot 06:30,4.05,0,4.05,,
13-06-2018 06:30 tot 06:45,6.35,0,6.35,,
13-06-2018 06:45 tot 07:00,8.06,0,8.06,,
13-06-2018 07:00 tot 07:15,15.66,15.66,0,105,684
13-06-2018 07:15 tot 07:30,23.45,23.45,0,,
13-06-2018 07:30 tot 07:45,26.28,26.28,0,,
13-06-2018 07:45 tot 08:00,15.35,15.35,0,,
13-06-2018 08:00 tot 08:15,19.22,19.22,0,96,684
13-06-2018 08:15 tot 08:30,10.17,10.17,0,,
13-06-2018 08:30 tot 08:45,18.54,18.54,0,,
13-06-2018 08:45 tot 09:00,23.9,23.9,0,,
13-06-2018 09:00 tot 09:15,16.83,16.83,0,124,684
13-06-2018 09:15 tot 09:30,22.41,22.41,0,,
13-06-2018 09:30 tot 09:45,29.48,29.48,0,,
13-06-2018 09:45 tot 10:00,31.1,31.1,0,,
13-06-2018 10:00 tot 10:15,26.87,26.87,0,203,684
13-06-2018 10:15 tot 10:30,36.18,36.18,0,,
13-06-2018 10:30 tot 10:45,44.24,44.24,0,,
13-06-2018 10:45 tot 11:00,50.72,50.72,0,,
13-06-2018 11:00 tot 11:15,59,59,0,406,684
13-06-2018 11:15 tot 11:30,80.87,80.87,0,,
13-06-2018 11:30 tot 11:45,101.39,101.39,0,,
13-06-2018 11:45 tot 12:00,49.19,49.19,0,,
13-06-2018 12:00 tot 12:15,47.03,47.03,0,273,684
13-06-2018 12:15 tot 12:30,35.69,35.69,0,,
13-06-2018 12:30 tot 12:45,55.35,55.35,0,,
13-06-2018 12:45 tot 13:00,68.27,68.27,0,,
13-06-2018 13:00 tot 13:15,86.31,86.31,0,445,684
13-06-2018 13:15 tot 13:30,109.98,109.98,0,,
13-06-2018 13:30 tot 13:45,111.15,111.15,0,,
13-06-2018 13:45 tot 14:00,81.05,81.05,0,,
13-06-2018 14:00 tot 14:15,88.65,88.65,0,355,684
13-06-2018 14:15 tot 14:30,87.48,87.48,0,,
13-06-2018 14:30 tot 14:45,67.01,67.01,0,,
13-06-2018 14:45 tot 15:00,84.74,84.74,0,,
13-06-2018 15:00 tot 15:15,94.14,94.14,0,404,684
13-06-2018 15:15 tot 15:30,93.65,93.65,0,,
13-06-2018 15:30 tot 15:45,101.07,101.07,0,,
13-06-2018 15:45 tot 16:00,73.35,73.35,0,,
13-06-2018 16:00 tot 16:15,96.03,96.03,0,384,684
13-06-2018 16:15 tot 16:30,88.43,88.43,0,,
13-06-2018 16:30 tot 16:45,85.41,85.41,0,,
13-06-2018 16:45 tot 17:00,82.67,82.67,0,,
13-06-2018 17:00 tot 17:15,76.37,76.37,0,305,684
13-06-2018 17:15 tot 17:30,73.13,73.13,0,,
13-06-2018 17:30 tot 17:45,69.03,69.03,0,,
13-06-2018 17:45 tot 18:00,65.21,65.21,0,,
13-06-2018 18:00 tot 18:15,60.35,60.35,0,241,684
13-06-2018 18:15 tot 18:30,55.13,55.13,0,,
13-06-2018 18:30 tot 18:45,50.4,50.4,0,,
13-06-2018 18:45 tot 19:00,39.6,39.6,0,,
13-06-2018 19:00 tot 19:15,31.5,31.5,0,126,684
13-06-2018 19:15 tot 19:30,29.79,29.79,0,,
13-06-2018 19:30 tot 19:45,28.8,28.8,0,,
13-06-2018 19:45 tot 20:00,20.52,20.52,0,,
13-06-2018 20:00 tot 20:15,16.34,16.34,0,65,684
13-06-2018 20:15 tot 20:30,12.87,12.87,0,,
13-06-2018 20:30 tot 20:45,12.65,12.65,0,,
13-06-2018 20:45 tot 21:00,9.14,9.14,0,,
13-06-2018 21:00 tot 21:15,4.23,4.23,0,17,684
13-06-2018 21:15 tot 21:30,2.25,2.25,0,,
13-06-2018 21:30 tot 21:45,0.99,0.99,0,,
13-06-2018 21:45 tot 22:00,0.14,0.14,0,,
13-06-2018 22:00 tot 22:15,0,0,0,0,684
13-06-2018 22:15 tot 22:30,0,0,0,,
13-06-2018 22:30 tot 22:45,0,0,0,,
13-06-2018 22:45 tot 23:00,0,0,0,,
13-06-2018 23:00 tot 23:15,0,0,0,0,684
13-06-2018 23:15 tot 23:30,0,0,0,,
13-06-2018 23:30 tot 23:45,0,0,0,,
13-06-2018 23:45 tot 00:00,0,0,0,,
14-06-2018 00:00 tot 00:15,0,0,0,0,684
14-06-2018 00:15 tot 00:30,0,0,0,,
14-06-2018 00:30 tot 00:45,0,0,0,,
14-06-2018 00:45 tot 01:00,0,0,0,,
14-06-2018 01:00 tot 01:15,0,0,0,0,684
14-06-2018 01:15 tot 01:30,0,0,0,,
14-06-2018 01:30 tot 01:45,0,0,0,,
14-06-2018 01:45 tot 02:00,0,0,0,,
14-06-2018 02:00 tot 02:15,0,0,0,0,684
14-06-2018 02:15 tot 02:30,0,0,0,,
14-06-2018 02:30 tot 02:45,0,0,0,,
14-06-2018 02:45 tot 03:00,0,0,0,,
14-06-2018 03:00 tot 03:15,0,0,0,0,684
14-06-2018 03:15 tot 03:30,0,0,0,,
14-06-2018 03:30 tot 03:45,0,0,0,,
14-06-2018 03:45 tot 04:00,0,0,0,,
14-06-2018 04:00 tot 04:15,0,0,0,0,684
14-06-2018 04:15 tot 04:30,0,0,0,,
14-06-2018 04:30 tot 04:45,0,0,0,,
14-06-2018 04:45 tot 05:00,0,0,0,,
14-06-2018 05:00 tot 05:15,0,0,0,4,684
14-06-2018 05:15 tot 05:30,0,0,0,,
14-06-2018 05:30 tot 05:45,0.05,0,0.05,,
14-06-2018 05:45 tot 06:00,0.95,0,0.95,,
14-06-2018 06:00 tot 06:15,2.21,0,2.21,34,684
14-06-2018 06:15 tot 06:30,2.75,0,2.75,,
14-06-2018 06:30 tot 06:45,5.72,0,5.72,,
14-06-2018 06:45 tot 07:00,8.46,0,8.46,,
14-06-2018 07:00 tot 07:15,16.97,16.97,0,121,684
14-06-2018 07:15 tot 07:30,23,23,0,,
14-06-2018 07:30 tot 07:45,22.19,22.19,0,,
14-06-2018 07:45 tot 08:00,30.24,30.24,0,,
14-06-2018 08:00 tot 08:15,37.13,37.13,0,173,684
14-06-2018 08:15 tot 08:30,43.34,43.34,0,,
14-06-2018 08:30 tot 08:45,36.72,36.72,0,,
14-06-2018 08:45 tot 09:00,36.14,36.14,0,,
14-06-2018 09:00 tot 09:15,44.06,44.06,0,288,684
14-06-2018 09:15 tot 09:30,58.28,58.28,0,,
14-06-2018 09:30 tot 09:45,53.78,53.78,0,,
14-06-2018 09:45 tot 10:00,71.96,71.96,0,,
14-06-2018 10:00 tot 10:15,81.77,81.77,0,327,684
14-06-2018 10:15 tot 10:30,78.84,78.84,0,,
14-06-2018 10:30 tot 10:45,67.91,67.91,0,,
14-06-2018 10:45 tot 11:00,73.94,73.94,0,,
14-06-2018 11:00 tot 11:15,47.75,47.75,0,191,684
14-06-2018 11:15 tot 11:30,36.68,36.68,0,,
14-06-2018 11:30 tot 11:45,35.15,35.15,0,,
14-06-2018 11:45 tot 12:00,35.73,35.73,0,,
14-06-2018 12:00 tot 12:15,31.55,31.55,0,126,684
14-06-2018 12:15 tot 12:30,30.33,30.33,0,,
14-06-2018 12:30 tot 12:45,23.54,23.54,0,,
14-06-2018 12:45 tot 13:00,21.78,21.78,0,,
14-06-2018 13:00 tot 13:15,18.54,18.54,0,142,684
14-06-2018 13:15 tot 13:30,16.38,16.38,0,,
14-06-2018 13:30 tot 13:45,27.99,27.99,0,,
14-06-2018 13:45 tot 14:00,35.55,35.55,0,,
14-06-2018 14:00 tot 14:15,25.2,25.2,0,163,684
14-06-2018 14:15 tot 14:30,36.09,36.09,0,,
14-06-2018 14:30 tot 14:45,40.64,40.64,0,,
14-06-2018 14:45 tot 15:00,36.5,36.5,0,,
14-06-2018 15:00 tot 15:15,39.51,39.51,0,158,684
14-06-2018 15:15 tot 15:30,30.29,30.29,0,,
14-06-2018 15:30 tot 15:45,24.93,24.93,0,,
14-06-2018 15:45 tot 16:00,13.41,13.41,0,,
14-06-2018 16:00 tot 16:15,14.85,14.85,0,59,684
14-06-2018 16:15 tot 16:30,3.56,3.56,0,,
14-06-2018 16:30 tot 16:45,0,0,0,,
14-06-2018 16:45 tot 17:00,0,0,0,,
14-06-2018 17:00 tot 17:15,0,0,0,0,684
14-06-2018 17:15 tot 17:30,0,0,0,,
14-06-2018 17:30 tot 17:45,0,0,0,,
14-06-2018 17:45 tot 18:00,0,0,0,,
14-06-2018 18:00 tot 18:15,0,0,0,0,684
14-06-2018 18:15 tot 18:30,0,0,0,,
14-06-2018 18:30 tot 18:45,0,0,0,,
14-06-2018 18:45 tot 19:00,0,0,0,,
14-06-2018 19:00 tot 19:15,0,0,0,0,684
14-06-2018 19:15 tot 19:30,0,0,0,,
14-06-2018 19:30 tot 19:45,0,0,0,,
14-06-2018 19:45 tot 20:00,0,0,0,,
14-06-2018 20:00 tot 20:15,0,0,0,0,684
14-06-2018 20:15 tot 20:30,0,0,0,,
14-06-2018 20:30 tot 20:45,0,0,0,,
14-06-2018 20:45 tot 21:00,0,0,0,,
14-06-2018 21:00 tot 21:15,0,0,0,0,684
14-06-2018 21:15 tot 21:30,0,0,0,,
14-06-2018 21:30 tot 21:45,0,0,0,,
14-06-2018 21:45 tot 22:00,0,0,0,,
14-06-2018 22:00 tot 22:15,0,0,0,0,684
14-06-2018 22:15 tot 22:30,0,0,0,,
14-06-2018 22:30 tot 22:45,0,0,0,,
14-06-2018 22:45 tot 23:00,0,0,0,,
14-06-2018 23:00 tot 23:15,0,0,0,0,684
14-06-2018 23:15 tot 23:30,0,0,0,,
14-06-2018 23:30 tot 23:45,0,0,0,,
14-06-2018 23:45 tot 00:00,0,0,0,,
15-06-2018 00:00 tot 00:15,0,0,0,0,684
15-06-2018 00:15 tot 00:30,0,0,0,,
15-06-2018 00:30 tot 00:45,0,0,0,,
15-06-2018 00:45 tot 01:00,0,0,0,,
15-06-2018 01:00 tot 01:15,0,0,0,0,684
15-06-2018 01:15 tot 01:30,0,0,0,,
15-06-2018 01:30 tot 01:45,0,0,0,,
15-06-2018 01:45 tot 02:00,0,0,0,,
15-06-2018 02:00 tot 02:15,0,0,0,0,684
15-06-2018 02:15 tot 02:30,0,0,0,,
15-06-2018 02:30 tot 02:45,0,0,0,,
15-06-2018 02:45 tot 03:00,0,0,0,,
15-06-2018 03:00 tot 03:15,0,0,0,0,684
15-06-2018 03:15 tot 03:30,0,0,0,,
15-06-2018 03:30 tot 03:45,0,0,0,,
15-06-2018 03:45 tot 04:00,0,0,0,,
15-06-2018 04:00 tot 04:15,0,0,0,0,684
15-06-2018 04:15 tot 04:30,0,0,0,,
15-06-2018 04:30 tot 04:45,0,0,0,,
15-06-2018 04:45 tot 05:00,0,0,0,,
15-06-2018 05:00 tot 05:15,0,0,0,0,684
15-06-2018 05:15 tot 05:30,0,0,0,,
15-06-2018 05:30 tot 05:45,0,0,0,,
15-06-2018 05:45 tot 06:00,0,0,0,,
15-06-2018 06:00 tot 06:15,0,0,0,0,684
15-06-2018 06:15 tot 06:30,0,0,0,,
15-06-2018 06:30 tot 06:45,0,0,0,,
15-06-2018 06:45 tot 07:00,0,0,0,,
15-06-2018 07:00 tot 07:15,0,0,0,0,684
15-06-2018 07:15 tot 07:30,0,0,0,,
15-06-2018 07:30 tot 07:45,0,0,0,,
15-06-2018 07:45 tot 08:00,0,0,0,,
15-06-2018 08:00 tot 08:15,0,0,0,0,684
15-06-2018 08:15 tot 08:30,0,0,0,,
15-06-2018 08:30 tot 08:45,0,0,0,,
15-06-2018 08:45 tot 09:00,0,0,0,,
15-06-2018 09:00 tot 09:15,0,0,0,0,684
15-06-2018 09:15 tot 09:30,0,0,0,,
15-06-2018 09:30 tot 09:45,0,0,0,,
15-06-2018 09:45 tot 10:00,0,0,0,,
15-06-2018 10:00 tot 10:15,0,0,0,0,684
15-06-2018 10:15 tot 10:30,0,0,0,,
15-06-2018 10:30 tot 10:45,0,0,0,,
15-06-2018 10:45 tot 11:00,0,0,0,,
15-06-2018 11:00 tot 11:15,0,0,0,0,684
15-06-2018 11:15 tot 11:30,0,0,0,,
15-06-2018 11:30 tot 11:45,0,0,0,,
15-06-2018 11:45 tot 12:00,0,0,0,,
15-06-2018 12:00 tot 12:15,0,0,0,21,684
15-06-2018 12:15 tot 12:30,0,0,0,,
15-06-2018 12:30 tot 12:45,0,0,0,,
15-06-2018 12:45 tot 13:00,5.13,5.13,0,,
15-06-2018 13:00 tot 13:15,69.39,69.39,0,403,684
15-06-2018 13:15 tot 13:30,73.76,73.76,0,,
15-06-2018 13:30 tot 13:45,93.92,93.92,0,,
15-06-2018 13:45 tot 14:00,100.8,100.8,0,,
15-06-2018 14:00 tot 14:15,74.75,74.75,0,372,684
15-06-2018 14:15 tot 14:30,84.42,84.42,0,,
15-06-2018 14:30 tot 14:45,88.34,88.34,0,,
15-06-2018 14:45 tot 15:00,92.88,92.88,0,,
15-06-2018 15:00 tot 15:15,70.29,70.29,0,401,684
15-06-2018 15:15 tot 15:30,100.17,100.17,0,,
15-06-2018 15:30 tot 15:45,98.33,98.33,0,,
15-06-2018 15:45 tot 16:00,91.94,91.94,0,,
15-06-2018 16:00 tot 16:15,86.9,86.9,0,348,684
15-06-2018 16:15 tot 16:30,75.92,75.92,0,,
15-06-2018 16:30 tot 16:45,54.99,54.99,0,,
15-06-2018 16:45 tot 17:00,58.32,58.32,0,,
15-06-2018 17:00 tot 17:15,53.06,53.06,0,268,684
15-06-2018 17:15 tot 17:30,67.01,67.01,0,,
15-06-2018 17:30 tot 17:45,59.27,59.27,0,,
15-06-2018 17:45 tot 18:00,56.25,56.25,0,,
15-06-2018 18:00 tot 18:15,36.5,36.5,0,146,684
15-06-2018 18:15 tot 18:30,22.46,22.46,0,,
15-06-2018 18:30 tot 18:45,22.86,22.86,0,,
15-06-2018 18:45 tot 19:00,36.23,36.23,0,,
15-06-2018 19:00 tot 19:15,34.11,34.11,0,136,684
15-06-2018 19:15 tot 19:30,28.58,28.58,0,,
15-06-2018 19:30 tot 19:45,31.77,31.77,0,,
15-06-2018 19:45 tot 20:00,22.28,22.28,0,,
15-06-2018 20:00 tot 20:15,22.59,22.59,0,90,684
15-06-2018 20:15 tot 20:30,14.85,14.85,0,,
15-06-2018 20:30 tot 20:45,5.31,5.31,0,,
15-06-2018 20:45 tot 21:00,2.07,2.07,0,,
15-06-2018 21:00 tot 21:15,0.86,0.86,0,3,684
15-06-2018 21:15 tot 21:30,0.36,0.36,0,,
15-06-2018 21:30 tot 21:45,0,0,0,,
15-06-2018 21:45 tot 22:00,0,0,0,,
15-06-2018 22:00 tot 22:15,0,0,0,0,684
15-06-2018 22:15 tot 22:30,0,0,0,,
15-06-2018 22:30 tot 22:45,0,0,0,,
15-06-2018 22:45 tot 23:00,0,0,0,,
15-06-2018 23:00 tot 23:15,0,0,0,0,684
15-06-2018 23:15 tot 23:30,0,0,0,,
15-06-2018 23:30 tot 23:45,0,0,0,,
15-06-2018 23:45 tot 00:00,0,0,0,,
16-06-2018 00:00 tot 00:15,0,0,0,0,684
16-06-2018 00:15 tot 00:30,0,0,0,,
16-06-2018 00:30 tot 00:45,0,0,0,,
16-06-2018 00:45 tot 01:00,0,0,0,,
16-06-2018 01:00 tot 01:15,0,0,0,0,684
16-06-2018 01:15 tot 01:30,0,0,0,,
16-06-2018 01:30 tot 01:45,0,0,0,,
16-06-2018 01:45 tot 02:00,0,0,0,,
16-06-2018 02:00 tot 02:15,0,0,0,0,684
16-06-2018 02:15 tot 02:30,0,0,0,,
16-06-2018 02:30 tot 02:45,0,0,0,,
16-06-2018 02:45 tot 03:00,0,0,0,,
16-06-2018 03:00 tot 03:15,0,0,0,0,684
16-06-2018 03:15 tot 03:30,0,0,0,,
16-06-2018 03:30 tot 03:45,0,0,0,,
16-06-2018 03:45 tot 04:00,0,0,0,,
16-06-2018 04:00 tot 04:15,0,0,0,0,684
16-06-2018 04:15 tot 04:30,0,0,0,,
16-06-2018 04:30 tot 04:45,0,0,0,,
16-06-2018 04:45 tot 05:00,0,0,0,,
16-06-2018 05:00 tot 05:15,0,0,0,1,684
16-06-2018 05:15 tot 05:30,0,0,0,,
16-06-2018 05:30 tot 05:45,0,0,0,,
16-06-2018 05:45 tot 06:00,0.18,0,0.18,,
16-06-2018 06:00 tot 06:15,1.89,0,1.89,42,684
16-06-2018 06:15 tot 06:30,4.82,0,4.82,,
16-06-2018 06:30 tot 06:45,6.57,0,6.57,,
16-06-2018 06:45 tot 07:00,10.49,0,10.49,,
16-06-2018 07:00 tot 07:15,13.41,0,13.41,68,684
16-06-2018 07:15 tot 07:30,13.55,0,13.55,,
16-06-2018 07:30 tot 07:45,15.75,0,15.75,,
16-06-2018 07:45 tot 08:00,16.92,0,16.92,,
16-06-2018 08:00 tot 08:15,19.89,0,19.89,123,684
16-06-2018 08:15 tot 08:30,25.11,0,25.11,,
16-06-2018 08:30 tot 08:45,29.43,0,29.43,,
16-06-2018 08:45 tot 09:00,30.83,0,30.83,,
16-06-2018 09:00 tot 09:15,31.91,0,31.91,231,684
16-06-2018 09:15 tot 09:30,29.43,0,29.43,,
16-06-2018 09:30 tot 09:45,38.7,0,38.7,,
16-06-2018 09:45 tot 10:00,57.65,0,57.65,,
16-06-2018 10:00 tot 10:15,55.53,0,55.53,222,684
16-06-2018 10:15 tot 10:30,55.08,0,55.08,,
16-06-2018 10:30 tot 10:45,53.87,0,53.87,,
16-06-2018 10:45 tot 11:00,43.61,0,43.61,,
16-06-2018 11:00 tot 11:15,35.19,0,35.19,172,684
16-06-2018 11:15 tot 11:30,30.69,0,30.69,,
16-06-2018 11:30 tot 11:45,40.37,0,40.37,,
16-06-2018 11:45 tot 12:00,42.93,0,42.93,,
16-06-2018 12:00 tot 12:15,80.37,0,80.37,321,684
16-06-2018 12:15 tot 12:30,64.22,0,64.22,,
16-06-2018 12:30 tot 12:45,40.1,0,40.1,,
16-06-2018 12:45 tot 13:00,36.72,0,36.72,,
16-06-2018 13:00 tot 13:15,52.38,0,52.38,279,684
16-06-2018 13:15 tot 13:30,69.71,0,69.71,,
16-06-2018 13:30 tot 13:45,53.51,0,53.51,,
16-06-2018 13:45 tot 14:00,46.49,0,46.49,,
16-06-2018 14:00 tot 14:15,56.57,0,56.57,357,684
16-06-2018 14:15 tot 14:30,89.24,0,89.24,,
16-06-2018 14:30 tot 14:45,69.39,0,69.39,,
16-06-2018 14:45 tot 15:00,55.17,0,55.17,,
16-06-2018 15:00 tot 15:15,52.74,0,52.74,278,684
16-06-2018 15:15 tot 15:30,47.07,0,47.07,,
16-06-2018 15:30 tot 15:45,51.84,0,51.84,,
16-06-2018 15:45 tot 16:00,69.44,0,69.44,,
16-06-2018 16:00 tot 16:15,61.52,0,61.52,311,684
16-06-2018 16:15 tot 16:30,76.64,0,76.64,,
16-06-2018 16:30 tot 16:45,56.57,0,56.57,,
16-06-2018 16:45 tot 17:00,77.72,0,77.72,,
16-06-2018 17:00 tot 17:15,62.87,0,62.87,258,684
16-06-2018 17:15 tot 17:30,50.81,0,50.81,,
16-06-2018 17:30 tot 17:45,64.44,0,64.44,,
16-06-2018 17:45 tot 18:00,30.78,0,30.78,,
16-06-2018 18:00 tot 18:15,28.4,0,28.4,227,684
16-06-2018 18:15 tot 18:30,30.83,0,30.83,,
16-06-2018 18:30 tot 18:45,56.66,0,56.66,,
16-06-2018 18:45 tot 19:00,54.63,0,54.63,,
16-06-2018 19:00 tot 19:15,42.66,0,42.66,171,684
16-06-2018 19:15 tot 19:30,36.77,0,36.77,,
16-06-2018 19:30 tot 19:45,29.97,0,29.97,,
16-06-2018 19:45 tot 20:00,26.73,0,26.73,,
16-06-2018 20:00 tot 20:15,19.76,0,19.76,79,684
16-06-2018 20:15 tot 20:30,17.78,0,17.78,,
16-06-2018 20:30 tot 20:45,12.96,0,12.96,,
16-06-2018 20:45 tot 21:00,8.55,0,8.55,,
16-06-2018 21:00 tot 21:15,5.72,0,5.72,23,684
16-06-2018 21:15 tot 21:30,3.56,0,3.56,,
16-06-2018 21:30 tot 21:45,1.53,0,1.53,,
16-06-2018 21:45 tot 22:00,0.36,0,0.36,,
16-06-2018 22:00 tot 22:15,0,0,0,0,684
16-06-2018 22:15 tot 22:30,0,0,0,,
16-06-2018 22:30 tot 22:45,0,0,0,,
16-06-2018 22:45 tot 23:00,0,0,0,,
16-06-2018 23:00 tot 23:15,0,0,0,0,684
16-06-2018 23:15 tot 23:30,0,0,0,,
16-06-2018 23:30 tot 23:45,0,0,0,,
16-06-2018 23:45 tot 00:00,0,0,0,,
17-06-2018 00:00 tot 00:15,0,0,0,0,684
17-06-2018 00:15 tot 00:30,0,0,0,,
17-06-2018 00:30 tot 00:45,0,0,0,,
17-06-2018 00:45 tot 01:00,0,0,0,,
17-06-2018 01:00 tot 01:15,0,0,0,0,684
17-06-2018 01:15 tot 01:30,0,0,0,,
17-06-2018 01:30 tot 01:45,0,0,0,,
17-06-2018 01:45 tot 02:00,0,0,0,,
17-06-2018 02:00 tot 02:15,0,0,0,0,684
17-06-2018 02:15 tot 02:30,0,0,0,,
17-06-2018 02:30 tot 02:45,0,0,0,,
17-06-2018 02:45 tot 03:00,0,0,0,,
17-06-2018 03:00 tot 03:15,0,0,0,0,684
17-06-2018 03:15 tot 03:30,0,0,0,,
17-06-2018 03:30 tot 03:45,0,0,0,,
17-06-2018 03:45 tot 04:00,0,0,0,,
17-06-2018 04:00 tot 04:15,0,0,0,0,684
17-06-2018 04:15 tot 04:30,0,0,0,,
17-06-2018 04:30 tot 04:45,0,0,0,,
17-06-2018 04:45 tot 05:00,0,0,0,,
17-06-2018 05:00 tot 05:15,0,0,0,7,684
17-06-2018 05:15 tot 05:30,0,0,0,,
17-06-2018 05:30 tot 05:45,0.27,0,0.27,,
17-06-2018 05:45 tot 06:00,1.71,0,1.71,,
17-06-2018 06:00 tot 06:15,4.5,0,4.5,52,684
17-06-2018 06:15 tot 06:30,5.04,0,5.04,,
17-06-2018 06:30 tot 06:45,7.65,0,7.65,,
17-06-2018 06:45 tot 07:00,13.01,0,13.01,,
17-06-2018 07:00 tot 07:15,12.11,0,12.11,73,684
17-06-2018 07:15 tot 07:30,14.49,0,14.49,,
17-06-2018 07:30 tot 07:45,14.27,0,14.27,,
17-06-2018 07:45 tot 08:00,18.23,0,18.23,,
17-06-2018 08:00 tot 08:15,23.49,0,23.49,108,684
17-06-2018 08:15 tot 08:30,25.25,0,25.25,,
17-06-2018 08:30 tot 08:45,25.16,0,25.16,,
17-06-2018 08:45 tot 09:00,27.09,0,27.09,,
17-06-2018 09:00 tot 09:15,33.3,0,33.3,138,684
17-06-2018 09:15 tot 09:30,30.06,0,30.06,,
17-06-2018 09:30 tot 09:45,34.52,0,34.52,,
17-06-2018 09:45 tot 10:00,29.61,0,29.61,,
17-06-2018 10:00 tot 10:15,30.33,0,30.33,129,684
17-06-2018 10:15 tot 10:30,32.36,0,32.36,,
17-06-2018 10:30 tot 10:45,30.78,0,30.78,,
17-06-2018 10:45 tot 11:00,31.68,0,31.68,,
17-06-2018 11:00 tot 11:15,41.85,0,41.85,233,684
17-06-2018 11:15 tot 11:30,38.39,0,38.39,,
17-06-2018 11:30 tot 11:45,45.54,0,45.54,,
17-06-2018 11:45 tot 12:00,58.14,0,58.14,,
17-06-2018 12:00 tot 12:15,69.48,0,69.48,278,684
17-06-2018 12:15 tot 12:30,54.41,0,54.41,,
17-06-2018 12:30 tot 12:45,51.66,0,51.66,,
17-06-2018 12:45 tot 13:00,40.55,0,40.55,,
17-06-2018 13:00 tot 13:15,44.96,0,44.96,292,684
17-06-2018 13:15 tot 13:30,72.95,0,72.95,,
17-06-2018 13:30 tot 13:45,67.59,0,67.59,,
17-06-2018 13:45 tot 14:00,70.65,0,70.65,,
17-06-2018 14:00 tot 14:15,65.3,0,65.3,261,684
17-06-2018 14:15 tot 14:30,49.05,0,49.05,,
17-06-2018 14:30 tot 14:45,43.02,0,43.02,,
17-06-2018 14:45 tot 15:00,24.03,0,24.03,,
17-06-2018 15:00 tot 15:15,19.53,0,19.53,188,684
17-06-2018 15:15 tot 15:30,28.62,0,28.62,,
17-06-2018 15:30 tot 15:45,46.94,0,46.94,,
17-06-2018 15:45 tot 16:00,39.87,0,39.87,,
17-06-2018 16:00 tot 16:15,40.32,0,40.32,225,684
17-06-2018 16:15 tot 16:30,45.95,0,45.95,,
17-06-2018 16:30 tot 16:45,52.07,0,52.07,,
17-06-2018 16:45 tot 17:00,56.16,0,56.16,,
17-06-2018 17:00 tot 17:15,45.14,0,45.14,204,684
17-06-2018 17:15 tot 17:30,46.04,0,46.04,,
17-06-2018 17:30 tot 17:45,51.03,0,51.03,,
17-06-2018 17:45 tot 18:00,44.19,0,44.19,,
17-06-2018 18:00 tot 18:15,21.92,0,21.92,91,684
17-06-2018 18:15 tot 18:30,17.42,0,17.42,,
17-06-2018 18:30 tot 18:45,17.19,0,17.19,,
17-06-2018 18:45 tot 19:00,22.73,0,22.73,,
17-06-2018 19:00 tot 19:15,20.25,0,20.25,97,684
17-06-2018 19:15 tot 19:30,17.91,0,17.91,,
17-06-2018 19:30 tot 19:45,24.21,0,24.21,,
17-06-2018 19:45 tot 20:00,10.89,0,10.89,,
17-06-2018 20:00 tot 20:15,16.38,0,16.38,66,684
17-06-2018 20:15 tot 20:30,12.74,0,12.74,,
17-06-2018 20:30 tot 20:45,6.3,0,6.3,,
17-06-2018 20:45 tot 21:00,6.12,0,6.12,,
17-06-2018 21:00 tot 21:15,2.79,0,2.79,11,684
17-06-2018 21:15 tot 21:30,1.98,0,1.98,,
17-06-2018 21:30 tot 21:45,0.81,0,0.81,,
17-06-2018 21:45 tot 22:00,0.14,0,0.14,,
17-06-2018 22:00 tot 22:15,0,0,0,0,684
17-06-2018 22:15 tot 22:30,0,0,0,,
17-06-2018 22:30 tot 22:45,0,0,0,,
17-06-2018 22:45 tot 23:00,0,0,0,,
17-06-2018 23:00 tot 23:15,0,0,0,0,684
17-06-2018 23:15 tot 23:30,0,0,0,,
17-06-2018 23:30 tot 23:45,0,0,0,,
17-06-2018 23:45 tot 00:00,0,0,0,,
18-06-2018 00:00 tot 00:15,0,0,0,0,684
18-06-2018 00:15 tot 00:30,0,0,0,,
18-06-2018 00:30 tot 00:45,0,0,0,,
18-06-2018 00:45 tot 01:00,0,0,0,,
18-06-2018 01:00 tot 01:15,0,0,0,0,684
