waktu,vermogen,kvar,Dag,stamps,Aantal,Schijnbaar Vermogen,ABS_Reeël Vermogen,Capaciteit,ABS_SChijnbaar vermogen,GEM_Verbruik,Weekdag
11/4/2017 22:00,0.4,0.1,"Saturday, November 04, 2017",10:00:00 PM,1,0.41,0.4,4.14,0.41,0,7
11/24/2017 14:00,0.4,0.1,"Friday, November 24, 2017",2:00:00 PM,1,0.41,0.4,4.14,0.41,0,6
12/25/2017 2:00,0.4,0.1,"Monday, December 25, 2017",2:00:00 AM,1,0.41,0.4,4.14,0.41,0,2
12/26/2017 1:00,0.4,0.1,"Tuesday, December 26, 2017",1:00:00 AM,1,0.41,0.4,4.14,0.41,0,3
12/26/2017 2:00,0.4,0.1,"Tuesday, December 26, 2017",2:00:00 AM,1,0.41,0.4,4.14,0.41,0,3
12/26/2017 4:00,0.4,0.1,"Tuesday, December 26, 2017",4:00:00 AM,1,0.41,0.4,4.14,0.41,0,3
1/24/2018 4:00,0.4,0.1,"Wednesday, January 24, 2018",4:00:00 AM,1,0.41,0.4,4.14,0.41,0,4
1/28/2018 21:00,0.4,0.1,"Sunday, January 28, 2018",9:00:00 PM,1,0.41,0.4,4.14,0.41,0,1
2/3/2018 21:00,0.4,0.1,"Saturday, February 03, 2018",9:00:00 PM,1,0.41,0.4,4.14,0.41,0,7
2/4/2018 21:00,0.4,0.1,"Sunday, February 04, 2018",9:00:00 PM,1,0.41,0.4,4.14,0.41,0,1
3/3/2018 18:00,0.4,0.1,"Saturday, March 03, 2018",6:00:00 PM,1,0.41,0.4,4.14,0.41,0,7
3/11/2018 5:00,0.4,0.1,"Sunday, March 11, 2018",5:00:00 AM,1,0.41,0.4,4.14,0.41,0,1
3/12/2018 0:00,0.4,0.1,"Monday, March 12, 2018",12:00:00 AM,1,0.41,0.4,4.14,0.41,0,2
3/20/2018 21:00,0.4,0.1,"Tuesday, March 20, 2018",9:00:00 PM,1,0.41,0.4,4.14,0.41,0,3
3/28/2018 1:00,0.4,0.1,"Wednesday, March 28, 2018",1:00:00 AM,1,0.41,0.4,4.14,0.41,0,4
3/28/2018 23:00,0.4,0.1,"Wednesday, March 28, 2018",11:00:00 PM,1,0.41,0.4,4.14,0.41,0,4
3/30/2018 0:00,0.4,0.1,"Friday, March 30, 2018",12:00:00 AM,1,0.41,0.4,4.14,0.41,0,6
4/9/2018 15:00,0.4,0.1,"Monday, April 09, 2018",3:00:00 PM,1,0.41,0.4,4.14,0.41,0,2
5/12/2018 2:00,0.4,0.1,"Saturday, May 12, 2018",2:00:00 AM,1,0.41,0.4,4.14,0.41,0,7
5/25/2018 2:00,0.4,0.1,"Friday, May 25, 2018",2:00:00 AM,1,0.41,0.4,4.14,0.41,0,6
6/12/2018 0:00,0.4,0.1,"Tuesday, June 12, 2018",12:00:00 AM,1,0.41,0.4,4.14,0.41,0,3
6/22/2018 3:00,0.4,0.1,"Friday, June 22, 2018",3:00:00 AM,1,0.41,0.4,4.14,0.41,0,6
7/8/2018 1:00,0.4,0.1,"Sunday, July 08, 2018",1:00:00 AM,1,0.41,0.4,4.14,0.41,0,1
7/22/2018 5:00,0.4,0.1,"Sunday, July 22, 2018",5:00:00 AM,1,0.41,0.4,4.14,0.41,0,1
8/5/2018 6:00,0.4,0.1,"Sunday, August 05, 2018",6:00:00 AM,1,0.41,0.4,4.14,0.41,0,1
8/25/2018 5:00,0.4,0.1,"Saturday, August 25, 2018",5:00:00 AM,1,0.41,0.4,4.14,0.41,0,7
8/30/2018 20:00,0.4,0.1,"Thursday, August 30, 2018",8:00:00 PM,1,0.41,0.4,4.14,0.41,0,5
9/15/2018 2:00,0.4,0.1,"Saturday, September 15, 2018",2:00:00 AM,1,0.41,0.4,4.14,0.41,0,7
10/16/2018 1:00,0.4,0.1,"Tuesday, October 16, 2018",1:00:00 AM,1,0.41,0.4,4.14,0.41,0,3
10/19/2018 0:00,0.4,0.1,"Friday, October 19, 2018",12:00:00 AM,1,0.41,0.4,4.14,0.41,0,6
10/22/2018 2:00,0.4,0.1,"Monday, October 22, 2018",2:00:00 AM,1,0.41,0.4,4.14,0.41,0,2
10/24/2018 23:00,0.4,0.1,"Wednesday, October 24, 2018",11:00:00 PM,1,0.41,0.4,4.14,0.41,0,4
10/25/2018 1:00,0.4,0.1,"Thursday, October 25, 2018",1:00:00 AM,1,0.41,0.4,4.14,0.41,0,5
10/27/2018 23:00,0.4,0.1,"Saturday, October 27, 2018",11:00:00 PM,1,0.41,0.4,4.14,0.41,0,7
11/10/2018 1:00,0.4,0.1,"Saturday, November 10, 2018",1:00:00 AM,1,0.41,0.4,4.14,0.41,0,7
11/10/2018 2:00,0.4,0.1,"Saturday, November 10, 2018",2:00:00 AM,1,0.41,0.4,4.14,0.41,0,7
11/11/2018 8:00,0.4,0.1,"Sunday, November 11, 2018",8:00:00 AM,1,0.41,0.4,4.14,0.41,0,1
11/12/2018 3:00,0.4,0.1,"Monday, November 12, 2018",3:00:00 AM,1,0.41,0.4,4.14,0.41,0,2
11/19/2018 0:00,0.4,0.1,"Monday, November 19, 2018",12:00:00 AM,1,0.41,0.4,4.14,0.41,0,2
11/24/2018 1:00,0.4,0.1,"Saturday, November 24, 2018",1:00:00 AM,1,0.41,0.4,4.14,0.41,0,7
12/1/2018 5:00,0.4,0.1,"Saturday, December 01, 2018",5:00:00 AM,1,0.41,0.4,4.14,0.41,0,7
12/2/2018 23:00,0.4,0.1,"Sunday, December 02, 2018",11:00:00 PM,1,0.41,0.4,4.14,0.41,0,1
12/12/2018 4:00,0.4,0.1,"Wednesday, December 12, 2018",4:00:00 AM,1,0.41,0.4,4.14,0.41,0,4
12/20/2018 1:00,0.4,0.1,"Thursday, December 20, 2018",1:00:00 AM,1,0.41,0.4,4.14,0.41,0,5
12/23/2018 7:00,0.4,0.1,"Sunday, December 23, 2018",7:00:00 AM,1,0.41,0.4,4.14,0.41,0,1
12/23/2018 8:00,0.4,0.1,"Sunday, December 23, 2018",8:00:00 AM,1,0.41,0.4,4.14,0.41,0,1
12/26/2018 5:00,0.4,0.1,"Wednesday, December 26, 2018",5:00:00 AM,1,0.41,0.4,4.14,0.41,0,4
12/29/2018 2:00,0.4,0.1,"Saturday, December 29, 2018",2:00:00 AM,1,0.41,0.4,4.14,0.41,0,7
1/1/2019 5:00,0.4,0.1,"Tuesday, January 01, 2019",5:00:00 AM,1,0.41,0.4,4.14,0.41,0,3
1/6/2019 1:00,0.4,0.1,"Sunday, January 06, 2019",1:00:00 AM,1,0.41,0.4,4.14,0.41,0,1
1/7/2019 2:00,0.4,0.1,"Monday, January 07, 2019",2:00:00 AM,1,0.41,0.4,4.14,0.41,0,2
1/12/2019 1:00,0.4,0.1,"Saturday, January 12, 2019",1:00:00 AM,1,0.41,0.4,4.14,0.41,0,7
1/13/2019 2:00,0.4,0.1,"Sunday, January 13, 2019",2:00:00 AM,1,0.41,0.4,4.14,0.41,0,1
1/13/2019 23:00,0.4,0.1,"Sunday, January 13, 2019",11:00:00 PM,1,0.41,0.4,4.14,0.41,0,1
2/9/2019 2:00,0.4,0.1,"Saturday, February 09, 2019",2:00:00 AM,1,0.41,0.4,4.14,0.41,0,7
2/11/2019 1:00,0.4,0.1,"Monday, February 11, 2019",1:00:00 AM,1,0.41,0.4,4.14,0.41,0,2
2/14/2019 2:00,0.4,0.1,"Thursday, February 14, 2019",2:00:00 AM,1,0.41,0.4,4.14,0.41,0,5
2/16/2019 18:00,0.4,0.1,"Saturday, February 16, 2019",6:00:00 PM,1,0.41,0.4,4.14,0.41,0,7
3/10/2019 3:00,0.4,0.1,"Sunday, March 10, 2019",3:00:00 AM,1,0.41,0.4,4.14,0.41,0,1
3/11/2019 14:00,0.4,0.1,"Monday, March 11, 2019",2:00:00 PM,1,0.41,0.4,4.14,0.41,0,2
3/18/2019 1:00,0.4,0.1,"Monday, March 18, 2019",1:00:00 AM,1,0.41,0.4,4.14,0.41,0,2
3/20/2019 15:00,0.4,0.1,"Wednesday, March 20, 2019",3:00:00 PM,1,0.41,0.4,4.14,0.41,0,4
4/24/2019 17:00,0.4,0.1,"Wednesday, April 24, 2019",5:00:00 PM,1,0.41,0.4,4.14,0.41,0,4
5/5/2019 3:00,0.4,0.1,"Sunday, May 05, 2019",3:00:00 AM,1,0.41,0.4,4.14,0.41,0,1
5/11/2019 7:00,0.4,0.1,"Saturday, May 11, 2019",7:00:00 AM,1,0.41,0.4,4.14,0.41,0,7
6/4/2019 2:00,0.4,0.1,"Tuesday, June 04, 2019",2:00:00 AM,1,0.41,0.4,4.14,0.41,0,3
6/12/2019 19:00,0.4,0.1,"Wednesday, June 12, 2019",7:00:00 PM,1,0.41,0.4,4.14,0.41,0,4
6/27/2019 4:00,0.4,0.1,"Thursday, June 27, 2019",4:00:00 AM,1,0.41,0.4,4.14,0.41,0,5
7/29/2019 1:00,0.4,0.1,"Monday, July 29, 2019",1:00:00 AM,1,0.41,0.4,4.14,0.41,0,2
8/2/2019 2:00,0.4,0.1,"Friday, August 02, 2019",2:00:00 AM,1,0.41,0.4,4.14,0.41,0,6
8/20/2019 11:00,0.4,0.1,"Tuesday, August 20, 2019",11:00:00 AM,1,0.41,0.4,4.14,0.41,0,3
9/5/2019 18:00,0.4,0.1,"Thursday, September 05, 2019",6:00:00 PM,1,0.41,0.4,4.14,0.41,0,5
9/6/2019 15:00,0.4,0.1,"Friday, September 06, 2019",3:00:00 PM,1,0.41,0.4,4.14,0.41,0,6
9/12/2019 15:00,0.4,0.1,"Thursday, September 12, 2019",3:00:00 PM,1,0.41,0.4,4.14,0.41,0,5
10/3/2017 1:00,0.46,0.1,"Tuesday, October 03, 2017",1:00:00 AM,1,0.47,0.46,4.14,0.47,0,3
10/5/2017 20:00,0.46,0.1,"Thursday, October 05, 2017",8:00:00 PM,1,0.47,0.46,4.14,0.47,0,5
10/29/2017 17:00,0.46,0.1,"Sunday, October 29, 2017",5:00:00 PM,1,0.47,0.46,4.14,0.47,0,1
11/23/2017 4:00,0.46,0.1,"Thursday, November 23, 2017",4:00:00 AM,1,0.47,0.46,4.14,0.47,0,5
12/11/2017 21:00,0.46,0.1,"Monday, December 11, 2017",9:00:00 PM,1,0.47,0.46,4.14,0.47,0,2
12/22/2017 23:00,0.46,0.1,"Friday, December 22, 2017",11:00:00 PM,1,0.47,0.46,4.14,0.47,0,6
12/23/2017 12:00,0.46,0.1,"Saturday, December 23, 2017",12:00:00 PM,1,0.47,0.46,4.14,0.47,0,7
1/5/2018 21:00,0.46,0.1,"Friday, January 05, 2018",9:00:00 PM,1,0.47,0.46,4.14,0.47,0,6
2/25/2018 21:00,0.46,0.1,"Sunday, February 25, 2018",9:00:00 PM,1,0.47,0.46,4.14,0.47,0,1
3/29/2018 21:00,0.46,0.1,"Thursday, March 29, 2018",9:00:00 PM,1,0.47,0.46,4.14,0.47,0,5
4/21/2018 8:00,0.46,0.1,"Saturday, April 21, 2018",8:00:00 AM,1,0.47,0.46,4.14,0.47,0,7
5/16/2018 4:00,0.46,0.1,"Wednesday, May 16, 2018",4:00:00 AM,1,0.47,0.46,4.14,0.47,0,4
5/17/2018 8:00,0.46,0.1,"Thursday, May 17, 2018",8:00:00 AM,1,0.47,0.46,4.14,0.47,0,5
5/17/2018 9:00,0.46,0.1,"Thursday, May 17, 2018",9:00:00 AM,1,0.47,0.46,4.14,0.47,0,5
5/23/2018 5:00,0.46,0.1,"Wednesday, May 23, 2018",5:00:00 AM,1,0.47,0.46,4.14,0.47,0,4
5/25/2018 0:00,0.46,0.1,"Friday, May 25, 2018",12:00:00 AM,1,0.47,0.46,4.14,0.47,0,6
6/2/2018 1:00,0.46,0.1,"Saturday, June 02, 2018",1:00:00 AM,1,0.47,0.46,4.14,0.47,0,7
6/8/2018 0:00,0.46,0.1,"Friday, June 08, 2018",12:00:00 AM,1,0.47,0.46,4.14,0.47,0,6
6/14/2018 20:00,0.46,0.1,"Thursday, June 14, 2018",8:00:00 PM,1,0.47,0.46,4.14,0.47,0,5
6/15/2018 0:00,0.46,0.1,"Friday, June 15, 2018",12:00:00 AM,1,0.47,0.46,4.14,0.47,0,6
6/15/2018 20:00,0.46,0.1,"Friday, June 15, 2018",8:00:00 PM,1,0.47,0.46,4.14,0.47,0,6
6/20/2018 3:00,0.46,0.1,"Wednesday, June 20, 2018",3:00:00 AM,1,0.47,0.46,4.14,0.47,0,4
7/19/2018 2:00,0.46,0.1,"Thursday, July 19, 2018",2:00:00 AM,1,0.47,0.46,4.14,0.47,0,5
7/31/2018 0:00,0.46,0.1,"Tuesday, July 31, 2018",12:00:00 AM,1,0.47,0.46,4.14,0.47,0,3
8/3/2018 1:00,0.46,0.1,"Friday, August 03, 2018",1:00:00 AM,1,0.47,0.46,4.14,0.47,0,6
9/4/2018 5:00,0.46,0.1,"Tuesday, September 04, 2018",5:00:00 AM,1,0.47,0.46,4.14,0.47,0,3
9/21/2018 2:00,0.46,0.1,"Friday, September 21, 2018",2:00:00 AM,1,0.47,0.46,4.14,0.47,0,6
9/21/2018 21:00,0.46,0.1,"Friday, September 21, 2018",9:00:00 PM,1,0.47,0.46,4.14,0.47,0,6
9/24/2018 20:00,0.46,0.1,"Monday, September 24, 2018",8:00:00 PM,1,0.47,0.46,4.14,0.47,0,2
10/8/2018 20:00,0.46,0.1,"Monday, October 08, 2018",8:00:00 PM,1,0.47,0.46,4.14,0.47,0,2
10/19/2018 21:00,0.46,0.1,"Friday, October 19, 2018",9:00:00 PM,1,0.47,0.46,4.14,0.47,0,6
10/23/2018 5:00,0.46,0.1,"Tuesday, October 23, 2018",5:00:00 AM,1,0.47,0.46,4.14,0.47,0,3
10/24/2018 5:00,0.46,0.1,"Wednesday, October 24, 2018",5:00:00 AM,1,0.47,0.46,4.14,0.47,0,4
11/10/2018 17:00,0.46,0.1,"Saturday, November 10, 2018",5:00:00 PM,1,0.47,0.46,4.14,0.47,0,7
11/17/2018 23:00,0.46,0.1,"Saturday, November 17, 2018",11:00:00 PM,1,0.47,0.46,4.14,0.47,0,7
11/18/2018 21:00,0.46,0.1,"Sunday, November 18, 2018",9:00:00 PM,1,0.47,0.46,4.14,0.47,0,1
11/22/2018 22:00,0.46,0.1,"Thursday, November 22, 2018",10:00:00 PM,1,0.47,0.46,4.14,0.47,0,5
11/23/2018 2:00,0.46,0.1,"Friday, November 23, 2018",2:00:00 AM,1,0.47,0.46,4.14,0.47,0,6
11/25/2018 18:00,0.46,0.1,"Sunday, November 25, 2018",6:00:00 PM,1,0.47,0.46,4.14,0.47,0,1
12/11/2018 2:00,0.46,0.1,"Tuesday, December 11, 2018",2:00:00 AM,1,0.47,0.46,4.14,0.47,0,3
12/13/2018 0:00,0.46,0.1,"Thursday, December 13, 2018",12:00:00 AM,1,0.47,0.46,4.14,0.47,0,5
12/15/2018 20:00,0.46,0.1,"Saturday, December 15, 2018",8:00:00 PM,1,0.47,0.46,4.14,0.47,0,7
12/20/2018 5:00,0.46,0.1,"Thursday, December 20, 2018",5:00:00 AM,1,0.47,0.46,4.14,0.47,0,5
12/21/2018 20:00,0.46,0.1,"Friday, December 21, 2018",8:00:00 PM,1,0.47,0.46,4.14,0.47,0,6
12/24/2018 5:00,0.46,0.1,"Monday, December 24, 2018",5:00:00 AM,1,0.47,0.46,4.14,0.47,0,2
1/5/2019 15:00,0.46,0.1,"Saturday, January 05, 2019",3:00:00 PM,1,0.47,0.46,4.14,0.47,0,7
1/19/2019 19:00,0.46,0.1,"Saturday, January 19, 2019",7:00:00 PM,1,0.47,0.46,4.14,0.47,0,7
2/14/2019 4:00,0.46,0.1,"Thursday, February 14, 2019",4:00:00 AM,1,0.47,0.46,4.14,0.47,0,5
3/6/2019 1:00,0.46,0.1,"Wednesday, March 06, 2019",1:00:00 AM,1,0.47,0.46,4.14,0.47,0,4
3/6/2019 2:00,0.46,0.1,"Wednesday, March 06, 2019",2:00:00 AM,1,0.47,0.46,4.14,0.47,0,4
3/8/2019 0:00,0.46,0.1,"Friday, March 08, 2019",12:00:00 AM,1,0.47,0.46,4.14,0.47,0,6
3/13/2019 2:00,0.46,0.1,"Wednesday, March 13, 2019",2:00:00 AM,1,0.47,0.46,4.14,0.47,0,4
3/15/2019 3:00,0.46,0.1,"Friday, March 15, 2019",3:00:00 AM,1,0.47,0.46,4.14,0.47,0,6
3/15/2019 23:00,0.46,0.1,"Friday, March 15, 2019",11:00:00 PM,1,0.47,0.46,4.14,0.47,0,6
3/23/2019 23:00,0.46,0.1,"Saturday, March 23, 2019",11:00:00 PM,1,0.47,0.46,4.14,0.47,0,7
4/3/2019 3:00,0.46,0.1,"Wednesday, April 03, 2019",3:00:00 AM,1,0.47,0.46,4.14,0.47,0,4
4/4/2019 23:00,0.46,0.1,"Thursday, April 04, 2019",11:00:00 PM,1,0.47,0.46,4.14,0.47,0,5
4/10/2019 23:00,0.46,0.1,"Wednesday, April 10, 2019",11:00:00 PM,1,0.47,0.46,4.14,0.47,0,4
4/14/2019 3:00,0.46,0.1,"Sunday, April 14, 2019",3:00:00 AM,1,0.47,0.46,4.14,0.47,0,1
4/14/2019 4:00,0.46,0.1,"Sunday, April 14, 2019",4:00:00 AM,1,0.47,0.46,4.14,0.47,0,1
4/17/2019 4:00,0.46,0.1,"Wednesday, April 17, 2019",4:00:00 AM,1,0.47,0.46,4.14,0.47,0,4
4/23/2019 8:00,0.46,0.1,"Tuesday, April 23, 2019",8:00:00 AM,1,0.47,0.46,4.14,0.47,0,3
4/25/2019 19:00,0.46,0.1,"Thursday, April 25, 2019",7:00:00 PM,1,0.47,0.46,4.14,0.47,0,5
4/30/2019 15:00,0.46,0.1,"Tuesday, April 30, 2019",3:00:00 PM,1,0.47,0.46,4.14,0.47,0,3
5/2/2019 3:00,0.46,0.1,"Thursday, May 02, 2019",3:00:00 AM,1,0.47,0.46,4.14,0.47,0,5
5/9/2019 2:00,0.46,0.1,"Thursday, May 09, 2019",2:00:00 AM,1,0.47,0.46,4.14,0.47,0,5
5/11/2019 6:00,0.46,0.1,"Saturday, May 11, 2019",6:00:00 AM,1,0.47,0.46,4.14,0.47,0,7
5/17/2019 10:00,0.46,0.1,"Friday, May 17, 2019",10:00:00 AM,1,0.47,0.46,4.14,0.47,0,6
5/28/2019 12:00,0.46,0.1,"Tuesday, May 28, 2019",12:00:00 PM,1,0.47,0.46,4.14,0.47,0,3
6/4/2019 23:00,0.46,0.1,"Tuesday, June 04, 2019",11:00:00 PM,1,0.47,0.46,4.14,0.47,0,3
7/5/2019 22:00,0.46,0.1,"Friday, July 05, 2019",10:00:00 PM,1,0.47,0.46,4.14,0.47,0,6
7/24/2019 22:00,0.46,0.1,"Wednesday, July 24, 2019",10:00:00 PM,1,0.47,0.46,4.14,0.47,0,4
8/13/2019 13:00,0.46,0.1,"Tuesday, August 13, 2019",1:00:00 PM,1,0.47,0.46,4.14,0.47,0,3
12/25/2017 4:00,0.43,0.1,"Monday, December 25, 2017",4:00:00 AM,1,0.44,0.43,4.14,0.44,0,2
1/10/2018 2:00,0.43,0.1,"Wednesday, January 10, 2018",2:00:00 AM,1,0.44,0.43,4.14,0.44,0,4
1/21/2018 17:00,0.43,0.1,"Sunday, January 21, 2018",5:00:00 PM,1,0.44,0.43,4.14,0.44,0,1
1/25/2018 1:00,0.43,0.1,"Thursday, January 25, 2018",1:00:00 AM,1,0.44,0.43,4.14,0.44,0,5
2/15/2018 2:00,0.43,0.1,"Thursday, February 15, 2018",2:00:00 AM,1,0.44,0.43,4.14,0.44,0,5
3/18/2018 23:00,0.43,0.1,"Sunday, March 18, 2018",11:00:00 PM,1,0.44,0.43,4.14,0.44,0,1
3/28/2018 21:00,0.43,0.1,"Wednesday, March 28, 2018",9:00:00 PM,1,0.44,0.43,4.14,0.44,0,4
4/9/2018 18:00,0.43,0.1,"Monday, April 09, 2018",6:00:00 PM,1,0.44,0.43,4.14,0.44,0,2
4/13/2018 10:00,0.43,0.1,"Friday, April 13, 2018",10:00:00 AM,1,0.44,0.43,4.14,0.44,0,6
5/2/2018 1:00,0.43,0.1,"Wednesday, May 02, 2018",1:00:00 AM,1,0.44,0.43,4.14,0.44,0,4
5/2/2018 18:00,0.43,0.1,"Wednesday, May 02, 2018",6:00:00 PM,1,0.44,0.43,4.14,0.44,0,4
5/15/2018 3:00,0.43,0.1,"Tuesday, May 15, 2018",3:00:00 AM,1,0.44,0.43,4.14,0.44,0,3
5/16/2018 20:00,0.43,0.1,"Wednesday, May 16, 2018",8:00:00 PM,1,0.44,0.43,4.14,0.44,0,4
6/2/2018 4:00,0.43,0.1,"Saturday, June 02, 2018",4:00:00 AM,1,0.44,0.43,4.14,0.44,0,7
6/14/2018 0:00,0.43,0.1,"Thursday, June 14, 2018",12:00:00 AM,1,0.44,0.43,4.14,0.44,0,5
6/16/2018 22:00,0.43,0.1,"Saturday, June 16, 2018",10:00:00 PM,1,0.44,0.43,4.14,0.44,0,7
6/21/2018 4:00,0.43,0.1,"Thursday, June 21, 2018",4:00:00 AM,1,0.44,0.43,4.14,0.44,0,5
6/30/2018 3:00,0.43,0.1,"Saturday, June 30, 2018",3:00:00 AM,1,0.44,0.43,4.14,0.44,0,7
7/5/2018 2:00,0.43,0.1,"Thursday, July 05, 2018",2:00:00 AM,1,0.44,0.43,4.14,0.44,0,5
7/11/2018 22:00,0.43,0.1,"Wednesday, July 11, 2018",10:00:00 PM,1,0.44,0.43,4.14,0.44,0,4
7/18/2018 3:00,0.43,0.1,"Wednesday, July 18, 2018",3:00:00 AM,1,0.44,0.43,4.14,0.44,0,4
7/31/2018 3:00,0.43,0.1,"Tuesday, July 31, 2018",3:00:00 AM,1,0.44,0.43,4.14,0.44,0,3
8/15/2018 19:00,0.43,0.1,"Wednesday, August 15, 2018",7:00:00 PM,1,0.44,0.43,4.14,0.44,0,4
8/16/2018 2:00,0.43,0.1,"Thursday, August 16, 2018",2:00:00 AM,1,0.44,0.43,4.14,0.44,0,5
8/18/2018 5:00,0.43,0.1,"Saturday, August 18, 2018",5:00:00 AM,1,0.44,0.43,4.14,0.44,0,7
8/25/2018 0:00,0.43,0.1,"Saturday, August 25, 2018",12:00:00 AM,1,0.44,0.43,4.14,0.44,0,7
8/28/2018 0:00,0.43,0.1,"Tuesday, August 28, 2018",12:00:00 AM,1,0.44,0.43,4.14,0.44,0,3
9/7/2018 5:00,0.43,0.1,"Friday, September 07, 2018",5:00:00 AM,1,0.44,0.43,4.14,0.44,0,6
9/7/2018 21:00,0.43,0.1,"Friday, September 07, 2018",9:00:00 PM,1,0.44,0.43,4.14,0.44,0,6
10/2/2018 21:00,0.43,0.1,"Tuesday, October 02, 2018",9:00:00 PM,1,0.44,0.43,4.14,0.44,0,3
10/13/2018 1:00,0.43,0.1,"Saturday, October 13, 2018",1:00:00 AM,1,0.44,0.43,4.14,0.44,0,7
10/13/2018 22:00,0.43,0.1,"Saturday, October 13, 2018",10:00:00 PM,1,0.44,0.43,4.14,0.44,0,7
10/19/2018 23:00,0.43,0.1,"Friday, October 19, 2018",11:00:00 PM,1,0.44,0.43,4.14,0.44,0,6
10/26/2018 0:00,0.43,0.1,"Friday, October 26, 2018",12:00:00 AM,1,0.44,0.43,4.14,0.44,0,6
11/17/2018 20:00,0.43,0.1,"Saturday, November 17, 2018",8:00:00 PM,1,0.44,0.43,4.14,0.44,0,7
11/17/2018 22:00,0.43,0.1,"Saturday, November 17, 2018",10:00:00 PM,1,0.44,0.43,4.14,0.44,0,7
12/8/2018 19:00,0.43,0.1,"Saturday, December 08, 2018",7:00:00 PM,1,0.44,0.43,4.14,0.44,0,7
12/10/2018 3:00,0.43,0.1,"Monday, December 10, 2018",3:00:00 AM,1,0.44,0.43,4.14,0.44,0,2
12/19/2018 2:00,0.43,0.1,"Wednesday, December 19, 2018",2:00:00 AM,1,0.44,0.43,4.14,0.44,0,4
12/21/2018 1:00,0.43,0.1,"Friday, December 21, 2018",1:00:00 AM,1,0.44,0.43,4.14,0.44,0,6
12/26/2018 9:00,0.43,0.1,"Wednesday, December 26, 2018",9:00:00 AM,1,0.44,0.43,4.14,0.44,0,4
1/5/2019 22:00,0.43,0.1,"Saturday, January 05, 2019",10:00:00 PM,1,0.44,0.43,4.14,0.44,0,7
1/7/2019 3:00,0.43,0.1,"Monday, January 07, 2019",3:00:00 AM,1,0.44,0.43,4.14,0.44,0,2
1/11/2019 2:00,0.43,0.1,"Friday, January 11, 2019",2:00:00 AM,1,0.44,0.43,4.14,0.44,0,6
2/3/2019 23:00,0.43,0.1,"Sunday, February 03, 2019",11:00:00 PM,1,0.44,0.43,4.14,0.44,0,1
2/5/2019 1:00,0.43,0.1,"Tuesday, February 05, 2019",1:00:00 AM,1,0.44,0.43,4.14,0.44,0,3
2/7/2019 0:00,0.43,0.1,"Thursday, February 07, 2019",12:00:00 AM,1,0.44,0.43,4.14,0.44,0,5
2/15/2019 1:00,0.43,0.1,"Friday, February 15, 2019",1:00:00 AM,1,0.44,0.43,4.14,0.44,0,6
2/19/2019 4:00,0.43,0.1,"Tuesday, February 19, 2019",4:00:00 AM,1,0.44,0.43,4.14,0.44,0,3
3/2/2019 1:00,0.43,0.1,"Saturday, March 02, 2019",1:00:00 AM,1,0.44,0.43,4.14,0.44,0,7
3/8/2019 3:00,0.43,0.1,"Friday, March 08, 2019",3:00:00 AM,1,0.44,0.43,4.14,0.44,0,6
3/9/2019 3:00,0.43,0.1,"Saturday, March 09, 2019",3:00:00 AM,1,0.44,0.43,4.14,0.44,0,7
3/9/2019 21:00,0.43,0.1,"Saturday, March 09, 2019",9:00:00 PM,1,0.44,0.43,4.14,0.44,0,7
3/13/2019 3:00,0.43,0.1,"Wednesday, March 13, 2019",3:00:00 AM,1,0.44,0.43,4.14,0.44,0,4
3/16/2019 3:00,0.43,0.1,"Saturday, March 16, 2019",3:00:00 AM,1,0.44,0.43,4.14,0.44,0,7
3/16/2019 18:00,0.43,0.1,"Saturday, March 16, 2019",6:00:00 PM,1,0.44,0.43,4.14,0.44,0,7
3/25/2019 17:00,0.43,0.1,"Monday, March 25, 2019",5:00:00 PM,1,0.44,0.43,4.14,0.44,0,2
3/28/2019 0:00,0.43,0.1,"Thursday, March 28, 2019",12:00:00 AM,1,0.44,0.43,4.14,0.44,0,5
3/30/2019 3:00,0.43,0.1,"Saturday, March 30, 2019",3:00:00 AM,1,0.44,0.43,4.14,0.44,0,7
4/3/2019 1:00,0.43,0.1,"Wednesday, April 03, 2019",1:00:00 AM,1,0.44,0.43,4.14,0.44,0,4
4/4/2019 19:00,0.43,0.1,"Thursday, April 04, 2019",7:00:00 PM,1,0.44,0.43,4.14,0.44,0,5
4/5/2019 23:00,0.43,0.1,"Friday, April 05, 2019",11:00:00 PM,1,0.44,0.43,4.14,0.44,0,6
4/10/2019 22:00,0.43,0.1,"Wednesday, April 10, 2019",10:00:00 PM,1,0.44,0.43,4.14,0.44,0,4
4/11/2019 0:00,0.43,0.1,"Thursday, April 11, 2019",12:00:00 AM,1,0.44,0.43,4.14,0.44,0,5
4/11/2019 19:00,0.43,0.1,"Thursday, April 11, 2019",7:00:00 PM,1,0.44,0.43,4.14,0.44,0,5
4/14/2019 23:00,0.43,0.1,"Sunday, April 14, 2019",11:00:00 PM,1,0.44,0.43,4.14,0.44,0,1
5/5/2019 4:00,0.43,0.1,"Sunday, May 05, 2019",4:00:00 AM,1,0.44,0.43,4.14,0.44,0,1
5/21/2019 13:00,0.43,0.1,"Tuesday, May 21, 2019",1:00:00 PM,1,0.44,0.43,4.14,0.44,0,3
5/23/2019 3:00,0.43,0.1,"Thursday, May 23, 2019",3:00:00 AM,1,0.44,0.43,4.14,0.44,0,5
6/18/2019 7:00,0.43,0.1,"Tuesday, June 18, 2019",7:00:00 AM,1,0.44,0.43,4.14,0.44,0,3
